Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	diversification	extant_mrca	extinction_rate	speciation_rate	turnover
9493	1	-5878.192	-5863.927	-14.26537	1.84024	0.4589517	1.853827	0.02860968	0.4875614	0.05867913
9494	0	-5880.138	-5868.096	-12.04181	1.852494	-0.01820683	1.860538	0.10898	0.09077316	1.200575
9495	1	-5877.682	-5865.118	-12.56398	1.84024	-0.1611967	1.852133	0.2202904	0.05909371	3.727815
9496	0	-5874.939	-5861.468	-13.47105	1.852494	-0.2239003	1.860195	0.3111585	0.0872582	3.565952
9497	1	-5872.598	-5860.701	-11.89731	1.84024	0.1482085	1.840992	0.02112269	0.1693312	0.1247419
9498	0	-5875.162	-5863.289	-11.8728	1.852494	-0.001950708	1.853921	0.09041106	0.08846035	1.022052
9499	1	-5878.339	-5862.542	-15.79628	1.84024	0.2731302	1.842865	0.2155169	0.4886471	0.4410481
9500	0	-5875.476	-5863.529	-11.94706	1.852494	0.04601177	1.863016	0.07003165	0.1160434	0.6034952
9501	1	-5874.937	-5863.452	-11.48526	1.84024	0.08484243	1.840355	0.02294323	0.1077857	0.2128598
9502	0	-5873.468	-5861.273	-12.19545	1.852494	0.1813613	1.854666	0.02264215	0.2040035	0.110989
9503	1	-5874.043	-5860.358	-13.685	1.84024	-0.3296091	1.850971	0.3823958	0.05278676	7.244162
9504	0	-5873.205	-5862.206	-10.99932	1.852494	-0.04812278	1.856534	0.04981976	0.001696975	29.35798
9505	1	-5872.28	-5860.894	-11.38607	1.84024	-0.06903988	1.843718	0.09182997	0.02279009	4.029382
9506	0	-5883.326	-5870.353	-12.97295	1.842689	0.1387924	1.917424	0.0865355	0.225328	0.3840425
9507	1	-5877.224	-5863.193	-14.03151	1.84024	0.4583096	1.84479	0.01407581	0.4723854	0.02979729
9508	0	-5874.003	-5862.533	-11.47022	1.842689	-0.09241919	1.859303	0.1065241	0.01410492	7.552266
9509	1	-5871.266	-5859.907	-11.35882	1.84024	-0.09276773	1.845624	0.1013171	0.008549388	11.8508
9510	0	-5879.929	-5866.908	-13.02057	1.842689	0.0733589	1.892682	0.1260682	0.1994271	0.6321518
9511	1	-5876.248	-5863.519	-12.72889	1.84024	-0.06349405	1.842513	0.1827941	0.1193	1.532222
9512	0	-5879.95	-5862.786	-17.16379	1.842689	0.5743936	1.844721	0.1538525	0.7282461	0.2112644
9513	1	-5876.747	-5865.296	-11.4504	1.84024	-0.09947056	1.864063	0.1075798	0.008109255	13.2663
9514	0	-5871.698	-5860.601	-11.09691	1.842689	0.06350091	1.843045	0.004559095	0.06806001	0.0669864
9515	1	-5870.64	-5859.363	-11.27763	1.84024	-0.044524	1.854278	0.06914083	0.02461683	2.808682
9516	0	-5876.688	-5863.292	-13.39684	1.842689	0.3087531	1.848079	0.04410098	0.3528541	0.1249836
9517	1	-5872.063	-5859.916	-12.14637	1.84024	0.09101856	1.847094	0.06509761	0.1561162	0.4169818
9518	0	-5877.774	-5861.555	-16.21834	1.842689	-0.01738884	1.846323	0.3849308	0.3675419	1.047311
9519	1	-5877.007	-5863.961	-13.04619	1.84024	-0.2750484	1.89057	0.3050702	0.03002175	10.16164
9520	0	-5875.026	-5863.131	-11.89489	1.842689	0.006237337	1.855417	0.08744903	0.09368637	0.9334232
9521	1	-5869.947	-5858.052	-11.89521	1.84024	0.1465682	1.840674	0.02147819	0.1680464	0.127811
9522	0	-5877.74	-5862.251	-15.48876	1.842689	0.1181635	1.849989	0.2698218	0.3879852	0.6954434
9523	1	-5871.677	-5858.492	-13.18417	1.84024	-0.1870225	1.845904	0.2757691	0.08874658	3.107377
9524	0	-5873.514	-5859.374	-14.1393	1.842689	0.3270012	1.843078	0.08401427	0.4110155	0.2044066
9525	1	-5871.971	-5859.908	-12.06222	1.84024	-0.1896201	1.846867	0.2007433	0.01112324	18.0472
9526	0	-5871.099	-5859.631	-11.46795	1.842689	-0.05785389	1.849708	0.09063839	0.03278449	2.764673
9527	1	-5874.642	-5861.888	-12.75373	1.84024	0.1446593	1.858589	0.07826513	0.2229244	0.3510837
9528	0	-5872.76	-5860.892	-11.86794	1.842689	0.08558957	1.851996	0.04719203	0.1327816	0.3554109
9529	1	-5878.478	-5864.517	-13.96082	1.84024	-0.02640619	1.854981	0.244028	0.2176218	1.12134
9530	0	-5870.695	-5859.02	-11.67508	1.842689	0.02703327	1.846547	0.06352105	0.09055432	0.701469
9531	1	-5871.944	-5860.355	-11.58881	1.84024	0.1192421	1.841406	0.01302184	0.1322639	0.09845342
9532	0	-5878.261	-5860.869	-17.39236	1.842689	-0.4939809	1.855434	0.6981028	0.2041219	3.420028
9533	1	-5871.958	-5859.736	-12.22239	1.844459	-0.06159196	1.845683	0.1466399	0.08504794	1.724203
9534	0	-5876.308	-5862.182	-14.12561	1.842689	-0.4116109	1.868255	0.4508065	0.03919563	11.50145
9535	1	-5871.353	-5860.323	-11.0299	1.844459	0.0594854	1.846889	0.000643415	0.06012882	0.01070061
9536	0	-5872.496	-5861.117	-11.37896	1.842689	0.09522407	1.855399	0.006830664	0.1020547	0.06693138
9537	1	-5871.824	-5860.444	-11.37981	1.846697	-0.1074956	1.85007	0.109406	0.001910448	57.26721
9538	0	-5871.78	-5860.052	-11.72856	1.842689	-0.1317623	1.854599	0.1459911	0.01422883	10.26023
9539	1	-5872.629	-5861.28	-11.34909	1.846697	0.01425915	1.858887	0.04382276	0.05808191	0.7544993
9540	0	-5876.522	-5861.901	-14.621	1.842689	-0.4564415	1.851724	0.5083164	0.05187485	9.798899
9541	1	-5873.225	-5861.17	-12.05497	1.846697	-0.149273	1.846853	0.1794171	0.03014404	5.951992
9542	0	-5875.573	-5862.346	-13.22749	1.842689	-0.04298735	1.857015	0.2038441	0.1608567	1.26724
9543	1	-5872.179	-5859.702	-12.47769	1.846697	-0.1029601	1.846709	0.1848618	0.08190168	2.257118
9544	0	-5871.16	-5860.156	-11.00413	1.842689	-0.0536599	1.844435	0.05587127	0.002211364	25.26553
9545	1	-5871.629	-5860.209	-11.41942	1.846697	-0.1112507	1.849869	0.1142928	0.003042072	37.5707
9546	0	-5872.471	-5860.829	-11.64128	1.842689	0.07143346	1.848923	0.03862761	0.1100611	0.3509653
9547	1	-5871.535	-5860.061	-11.47412	1.846697	-0.117454	1.84786	0.1218119	0.004357926	27.95181
9548	0	-5873.324	-5859.822	-13.5014	1.842689	-0.1086961	1.844577	0.2565151	0.147819	1.735333
9549	1	-5876.662	-5863.088	-13.57389	1.841259	0.3064266	1.865961	0.05392595	0.3603525	0.1496478
9550	0	-5873.557	-5861.893	-11.66374	1.842689	-0.09584682	1.849303	0.1238876	0.02804079	4.418122
9551	1	-5872.696	-5860.794	-11.90204	1.841259	0.166942	1.845725	0.01093565	0.1778777	0.0614785
9552	0	-5874.405	-5863.13	-11.2745	1.842689	-0.09408796	1.844547	0.09601877	0.001930807	49.72985
9553	1	-5873.777	-5862.282	-11.49513	1.841259	-0.02232774	1.862	0.0720049	0.04967717	1.449457
9554	0	-5873.933	-5861.859	-12.07364	1.842689	0.1500692	1.842975	0.03157233	0.1816415	0.1738167
9555	1	-5876.375	-5862.344	-14.03118	1.841259	-0.480707	1.851136	0.4832078	0.002500794	193.2218
9556	0	-5874.668	-5860.634	-14.03394	1.842689	0.1228479	1.843832	0.1759115	0.2987595	0.5888065
9557	1	-5872.092	-5859.798	-12.29432	1.841259	-0.1611085	1.843895	0.2022905	0.04118199	4.912112
9558	0	-5872.358	-5861.375	-10.98308	1.842689	0.0246762	1.85061	0.01348146	0.03815766	0.3533093
9559	1	-5870.195	-5858.602	-11.5932	1.841259	-0.02266007	1.844339	0.08287979	0.06021972	1.37629
9560	0	-5871.916	-5859.947	-11.96924	1.842689	0.1287921	1.844155	0.03445513	0.1632472	0.211061
9561	1	-5871.33	-5859.319	-12.01056	1.841259	0.05179809	1.849015	0.0742973	0.1260954	0.589215
9562	0	-5875.419	-5864.061	-11.35861	1.842689	-0.03347154	1.855303	0.06920276	0.03573122	1.936759
9563	1	-5869.174	-5858.453	-10.72108	1.841259	-0.003503509	1.842007	0.009992161	0.006488652	1.539944
9564	0	-5875.291	-5863.136	-12.15581	1.842689	-0.206474	1.855588	0.2142196	0.007745547	27.65713
9565	1	-5872.246	-5860.313	-11.93272	1.841259	0.06696622	1.84855	0.0617043	0.1286705	0.4795527
9566	0	-5872.931	-5860.427	-12.50414	1.842689	-0.05093089	1.847757	0.1599753	0.1090444	1.467066
9567	1	-5872.58	-5861.136	-11.4441	1.841259	0.07972714	1.853577	0.01958375	0.09931089	0.1971964
9568	0	-5875.082	-5862.077	-13.00548	1.842689	-0.1384431	1.860406	0.2363355	0.09789233	2.414239
9569	1	-5872.838	-5861.525	-11.31315	1.841259	0.002609215	1.852461	0.04844343	0.05105264	0.9488917
9570	0	-5876.759	-5863.031	-13.72767	1.842689	-0.246084	1.849198	0.3403535	0.0942695	3.610431
9571	1	-5873.103	-5859.735	-13.36715	1.841259	-0.1362228	1.847386	0.2618391	0.1256163	2.084436
9572	0	-5877.192	-5862.882	-14.31026	1.842689	-0.4547279	1.865086	0.4848853	0.03015734	16.07852
9573	1	-5871.277	-5859.283	-11.99408	1.841259	-0.1526446	1.843426	0.1775708	0.02492619	7.123864
9574	0	-5874.168	-5861.211	-12.95639	1.842689	0.3380493	1.844286	0.0006412145	0.3386905	0.001893217
9575	1	-5872.558	-5860.496	-12.0612	1.841259	0.07463254	1.84174	0.06832063	0.1429532	0.4779232
9576	0	-5874.569	-5862.87	-11.69875	1.842689	0.12858	1.853563	0.0136697	0.1422497	0.09609651
9577	1	-5871.945	-5860.699	-11.24589	1.841259	0.04890546	1.848256	0.02143643	0.07034189	0.3047463
9578	0	-5873.755	-5861.83	-11.92505	1.842689	-0.1667695	1.853205	0.177702	0.01093258	16.25436
9579	1	-5873.028	-5861.42	-11.60773	1.841259	0.09962505	1.844169	0.02346393	0.123089	0.1906257
9580	0	-5872.628	-5860.931	-11.69695	1.842689	-0.09522184	1.845483	0.1266235	0.03140169	4.03238
9581	1	-5873.893	-5861.621	-12.27147	1.841259	-0.1102697	1.868258	0.1707276	0.0604579	2.823909
9582	0	-5873.51	-5861.937	-11.57264	1.842689	0.0239251	1.848006	0.05740965	0.08133475	0.7058441
9583	1	-5870.788	-5858.687	-12.10091	1.841259	-0.2191811	1.842562	0.2196483	0.0004672592	470.078
9584	0	-5875.006	-5860.349	-14.6569	1.842689	-0.5659932	1.847947	0.5679157	0.001922438	295.4144
9585	1	-5871.129	-5859.434	-11.69537	1.841259	-0.07664535	1.844085	0.1174964	0.04085105	2.876215
9586	0	-5874.687	-5861.941	-12.74587	1.842689	0.156269	1.855093	0.07237082	0.2286398	0.3165276
9587	1	-5874.839	-5861.217	-13.62206	1.841259	0.1435263	1.85089	0.1379994	0.2815257	0.4901841
9588	0	-5873.833	-5862.401	-11.43203	1.842689	-0.02216396	1.85465	0.0689174	0.04675344	1.474061
9589	1	-5877.731	-5863.059	-14.67186	1.841259	0.2705092	1.855669	0.143334	0.4138432	0.3463486
9590	0	-5873.747	-5861.214	-12.53316	1.842689	0.08424616	1.850327	0.09398061	0.1782268	0.5273092
9591	1	-5871.552	-5860.524	-11.02737	1.841259	0.01274241	1.852393	0.02231627	0.03505869	0.6365404
9592	0	-5874.741	-5861.896	-12.84531	1.842689	0.2042941	1.853072	0.05629381	0.2605879	0.2160262
9593	1	-5872.266	-5859.894	-12.37231	1.841259	0.1350518	1.849294	0.05849489	0.1935467	0.3022263
9594	0	-5875.721	-5864.065	-11.65579	1.842689	0.08017685	1.859015	0.03316549	0.1133423	0.2926134
9595	1	-5873.559	-5861.277	-12.28185	1.841259	-0.04707582	1.847805	0.1428147	0.09573888	1.491711
9596	0	-5875.22	-5862.714	-12.50625	1.842689	-0.1419004	1.844626	0.206795	0.06489455	3.186631
9597	1	-5872.245	-5860.651	-11.594	1.841259	-0.03674493	1.843513	0.09044526	0.05370033	1.684259
9598	0	-5874.69	-5861.501	-13.18866	1.842689	0.2055054	1.844802	0.07940026	0.2849057	0.2786896
9599	1	-5874.78	-5863.445	-11.33466	1.841259	-0.1003577	1.852074	0.1022574	0.001899647	53.82968
9600	0	-5879.81	-5863.222	-16.58778	1.842689	-0.2915533	1.849215	0.544999	0.2534457	2.150358
9601	1	-5872.55	-5860.661	-11.88903	1.841259	-0.06704996	1.858359	0.1237407	0.05669073	2.182732
9602	0	-5872.893	-5860.965	-11.9284	1.842689	0.1819298	1.843491	0.005754124	0.187684	0.03065858
9603	1	-5873.504	-5860.642	-12.86248	1.841259	-0.2895286	1.852252	0.3066403	0.0171117	17.91993
9604	0	-5876.769	-5863.863	-12.90594	1.842689	-0.03958817	1.84675	0.1811331	0.1415449	1.279686
9605	1	-5873.709	-5860.331	-13.3788	1.841259	-0.08754039	1.848399	0.2372275	0.1496871	1.584823
9606	0	-5875.065	-5863.626	-11.43836	1.842689	-0.02535148	1.849185	0.07186012	0.04650864	1.545092
9607	1	-5874.346	-5861.659	-12.68673	1.846904	-0.1832158	1.849478	0.2394412	0.05622544	4.258592
9608	0	-5875.721	-5862.943	-12.7778	1.8405	-0.03538114	1.84313	0.1708568	0.1354757	1.261162
9609	1	-5873.887	-5862.172	-11.71403	1.846904	-0.154149	1.853077	0.1565863	0.002437246	64.2472
9610	0	-5874.207	-5860.804	-13.4021	1.8405	0.1565423	1.842443	0.11793	0.2744723	0.4296608
9611	1	-5872.182	-5860.99	-11.19161	1.846904	-0.006765548	1.853291	0.04391579	0.03715024	1.182113
9612	0	-5874.772	-5861.744	-13.02776	1.8405	-0.07002273	1.844143	0.205524	0.1355013	1.516768
9613	1	-5878.896	-5864.838	-14.05812	1.846904	0.1108685	1.899851	0.1757492	0.2866177	0.6131834
9614	0	-5874.827	-5860.62	-14.20745	1.8405	-0.03049043	1.85032	0.2623513	0.2318609	1.131503
9615	1	-5871.866	-5859.863	-12.0031	1.846904	-0.04580744	1.851659	0.1222327	0.07642525	1.599376
9616	0	-5873.133	-5860.282	-12.85158	1.8405	-0.1404514	1.84275	0.2300112	0.08955977	2.568243
9617	1	-5871.93	-5860.436	-11.49371	1.846904	0.03113564	1.849606	0.04791716	0.0790528	0.6061413
9618	0	-5873.857	-5862.213	-11.64434	1.8405	0.04040959	1.852405	0.05313685	0.09354644	0.5680264
9619	1	-5873.897	-5862.182	-11.71432	1.846904	0.02675921	1.852705	0.06535435	0.09211357	0.7094976
9620	0	-5877.456	-5864.034	-13.42197	1.8405	-0.2124004	1.869705	0.3002633	0.08786291	3.417407
9621	1	-5872.43	-5861.566	-10.86361	1.846904	-0.01239055	1.848033	0.02373244	0.01134189	2.092459
9622	0	-5874.851	-5862.924	-11.92733	1.8405	-0.07513333	1.864031	0.1293292	0.05419585	2.38633
9623	1	-5880.017	-5865.901	-14.11608	1.846904	-0.01154818	1.849716	0.247586	0.2360378	1.048925
9624	0	-5874.916	-5861.77	-13.14585	1.8405	0.356291	1.848469	0.00432756	0.3606186	0.01200038
9625	1	-5875.227	-5862.545	-12.68248	1.846904	-0.05153542	1.854332	0.1714529	0.1199175	1.429757
9626	0	-5872.19	-5860.004	-12.18565	1.8405	0.03412064	1.842542	0.0965601	0.1306807	0.7389008
9627	1	-5879.52	-5866.233	-13.28713	1.846904	0.003245175	1.8526	0.1845395	0.1877847	0.9827186
9628	0	-5872.955	-5861.613	-11.34215	1.8405	-0.03262105	1.846476	0.06947856	0.03685752	1.885058
9629	1	-5873.244	-5860.754	-12.4897	1.846904	0.01077999	1.850002	0.127869	0.138649	0.9222498
9630	0	-5875.581	-5862.434	-13.1477	1.8405	0.03721475	1.856242	0.1580973	0.1953121	0.8094601
9631	1	-5873.677	-5861.627	-12.04985	1.846904	-0.02551656	1.851876	0.1153111	0.08979451	1.284166
9632	0	-5876.457	-5863.924	-12.53387	1.8405	0.2169499	1.86559	0.02717273	0.2441227	0.1113077
9633	1	-5872.554	-5861.263	-11.2905	1.846904	-0.04423169	1.862974	0.06799658	0.02376489	2.86122
9634	0	-5875.003	-5861.892	-13.11082	1.8405	-0.1573044	1.848775	0.2551716	0.09786722	2.607324
9635	1	-5874.694	-5860.739	-13.95467	1.846904	0.414706	1.847138	0.0296442	0.4443502	0.0667136
9636	0	-5877.572	-5865.529	-12.04235	1.8405	0.04445166	1.885905	0.07336413	0.1178158	0.622702
9637	1	-5873.368	-5861.19	-12.17761	1.846904	-0.2188036	1.862755	0.2208768	0.002073218	106.5382
9638	0	-5873.102	-5860.432	-12.66968	1.8405	0.03048939	1.841651	0.131799	0.1622883	0.8121283
9639	1	-5876.303	-5865.078	-11.22493	1.846904	-0.01475319	1.860654	0.04880335	0.03405016	1.433278
9640	0	-5871.641	-5860.003	-11.63788	1.8405	0.09747826	1.8452	0.02625992	0.1237382	0.2122216
9641	1	-5874.749	-5862.365	-12.3843	1.846698	0.06057565	1.847438	0.0963011	0.1568768	0.6138647
9642	0	-5878.275	-5864.359	-13.91648	1.8405	0.09265292	1.871589	0.1790244	0.2716773	0.6589597
9643	1	-5875.387	-5861.285	-14.10159	1.846698	-0.4695349	1.847042	0.4826619	0.01312699	36.76865
9644	0	-5872.569	-5860.416	-12.15337	1.8405	0.1973732	1.842295	0.01441251	0.2117857	0.06805231
9645	1	-5875.451	-5863.493	-11.95818	1.846698	0.1422564	1.854946	0.02538414	0.1676406	0.1514201
9646	0	-5874.78	-5862.353	-12.42703	1.8405	0.01550664	1.858728	0.1196338	0.1351405	0.8852554
9647	1	-5878.432	-5866.202	-12.22989	1.846698	0.1628855	1.881318	0.02947467	0.1923602	0.1532264
9648	0	-5873.666	-5860.59	-13.07553	1.8405	0.3550788	1.842477	0.001158605	0.3562374	0.003252339
9649	1	-5873.221	-5861.96	-11.26134	1.846698	0.02928622	1.854213	0.03095908	0.0602453	0.5138837
9650	0	-5875.004	-5860.974	-14.02941	1.8405	-0.0971348	1.842999	0.2857572	0.1886224	1.51497
9651	1	-5879.815	-5864.353	-15.46165	1.846698	0.06701994	1.870772	0.29148	0.3584999	0.8130545
9652	0	-5874.619	-5862.552	-12.06725	1.8405	0.1941715	1.844491	0.009602099	0.2037736	0.0471214
9653	1	-5876.829	-5863.73	-13.0992	1.846698	-0.0609265	1.849938	0.2054613	0.1445348	1.421535
9654	0	-5872.951	-5859.894	-13.05706	1.8405	-0.1778525	1.844188	0.2626943	0.08484177	3.096284
9655	1	-5875.285	-5863.838	-11.44724	1.843548	0.1071386	1.856778	0.005641831	0.1127805	0.0500249
9656	0	-5876.816	-5863.457	-13.35905	1.8405	0.2165154	1.867638	0.08244522	0.2989606	0.2757728
9657	1	-5875.498	-5862.191	-13.30712	1.843548	-0.03360186	1.849717	0.2053815	0.1717796	1.19561
9658	0	-5876.727	-5865.846	-10.88082	1.854042	0.01177847	1.859958	0.01004314	0.02182161	0.4602383
9659	1	-5870.927	-5860.122	-10.80498	1.843548	0.01255097	1.853954	0.005421364	0.01797233	0.3016505
9660	0	-5875.053	-5864.06	-10.99252	1.854042	0.0307229	1.867326	0.007287964	0.03801086	0.1917337
9661	1	-5873.452	-5861.023	-12.42861	1.843548	0.04849393	1.848293	0.1051536	0.1536475	0.6843819
9662	0	-5873.644	-5861.992	-11.65219	1.854042	0.06004479	1.856509	0.04332728	0.1033721	0.4191391
9663	1	-5875.084	-5862.409	-12.67435	1.843548	-0.2803648	1.843963	0.2902737	0.009908883	29.29429
9664	0	-5874.989	-5862.429	-12.5597	1.854042	0.1377856	1.860655	0.06744422	0.2052298	0.3286277
9665	1	-5874.442	-5861.877	-12.56506	1.843548	0.2024302	1.872454	0.03486264	0.2372929	0.1469182
9666	0	-5883.972	-5866.409	-17.5632	1.854042	-0.7676476	1.860404	0.8488675	0.08121985	10.45148
9667	1	-5872.202	-5859.691	-12.5108	1.843548	-0.07641138	1.849125	0.1731544	0.09674307	1.789838
9668	0	-5877.72	-5866.697	-11.02267	1.854042	-0.01231123	1.892859	0.02508252	0.01277129	1.963977
9669	1	-5873.628	-5860.876	-12.75172	1.843548	0.1244071	1.84724	0.09014439	0.2145515	0.4201527
9670	0	-5875.356	-5862.568	-12.78787	1.854042	0.1561624	1.857258	0.07448844	0.2306509	0.3229489
9671	1	-5873.369	-5861.629	-11.74002	1.846789	0.01685379	1.85126	0.07232117	0.08917497	0.8110031
9672	0	-5875.556	-5863.04	-12.51663	1.854042	0.248806	1.859104	0.01088992	0.2596959	0.04193335
9673	1	-5872.813	-5861.396	-11.41755	1.847678	-0.07314354	1.852293	0.09428748	0.02114394	4.459314
9674	0	-5876.124	-5864.212	-11.91144	1.854042	-0.1540363	1.869919	0.1668335	0.01279721	13.03671
9675	1	-5877.516	-5862.912	-14.60462	1.847678	0.4026242	1.855067	0.0758463	0.4784705	0.1585183
9676	0	-5873.763	-5862.763	-10.99982	1.850854	-0.02687553	1.85431	0.03955162	0.01267609	3.120174
9677	1	-5874.225	-5862.108	-12.11694	1.847678	0.08311029	1.863477	0.06350474	0.146615	0.4331393
9678	0	-5875.696	-5863.883	-11.8131	1.850854	0.07384084	1.851044	0.04902606	0.1228669	0.3990177
9679	1	-5871.646	-5860.156	-11.48986	1.847678	-0.0840146	1.853739	0.1045039	0.0204893	5.100413
9680	0	-5875.658	-5863.49	-12.16808	1.850854	-0.008339187	1.868036	0.1115531	0.1032139	1.080795
9681	1	-5874.236	-5861.794	-12.44177	1.847678	-0.09110145	1.854955	0.1747933	0.08369188	2.088534
9682	0	-5876.057	-5863.343	-12.71354	1.850854	0.07419222	1.862063	0.1089657	0.1831579	0.5949276
9683	1	-5873.151	-5860.613	-12.53827	1.841037	-0.2271151	1.857729	0.2511073	0.0239922	10.46621
9684	0	-5873.881	-5862.962	-10.91875	1.850883	0.02904581	1.855707	0.005288872	0.03433468	0.1540388
9685	1	-5881.44	-5867.682	-13.7578	1.841037	-0.2713316	1.844252	0.3574371	0.08610557	4.15115
9686	0	-5872.776	-5860.024	-12.75181	1.845147	-0.145116	1.848985	0.2245802	0.07946428	2.826179
9687	1	-5874.507	-5861.726	-12.7809	1.841037	-0.2930136	1.848959	0.3030764	0.01006283	30.11841
9688	0	-5870.475	-5859.329	-11.14645	1.845147	0.04757513	1.849356	0.01451467	0.0620898	0.233769
9689	1	-5875.712	-5862.815	-12.89694	1.841037	0.1912347	1.845583	0.06719387	0.2584285	0.2600095
9690	0	-5871.139	-5859.223	-11.91656	1.842949	0.05037018	1.844657	0.06929698	0.1196672	0.579081
9691	1	-5873.407	-5861.392	-12.01569	1.841037	0.1093472	1.84807	0.04650471	0.1558519	0.2983903
9692	0	-5871.561	-5859.718	-11.84338	1.842949	0.0150578	1.846606	0.08141299	0.09647079	0.8439134
9693	1	-5874.67	-5862.457	-12.21349	1.841037	0.0383081	1.844662	0.09607576	0.1343839	0.7149352
9694	0	-5871.911	-5861.024	-10.88748	1.842949	0.02904723	1.854188	0.003399439	0.03244666	0.10477
9695	1	-5873.861	-5859.033	-14.82785	1.841037	0.1868914	1.842287	0.1957153	0.3826067	0.5115313
9696	0	-5874.505	-5861.333	-13.17138	1.842949	0.2273541	1.848936	0.06789297	0.2952471	0.229953
9697	1	-5874.207	-5861.983	-12.22368	1.841037	-0.1879111	1.847792	0.2106846	0.02277353	9.251293
9698	0	-5874.269	-5861.191	-13.07803	1.842949	0.04304706	1.845238	0.152491	0.1955381	0.7798533
9699	1	-5873.182	-5861.459	-11.72336	1.841037	0.1223407	1.844854	0.02017285	0.1425136	0.1415504
9700	0	-5871.307	-5859.308	-11.99947	1.842949	0.06563738	1.845545	0.06742449	0.1330619	0.5067154
9701	1	-5871.332	-5859.377	-11.95493	1.841037	0.02621429	1.849229	0.08313003	0.1093443	0.7602593
9702	0	-5872.193	-5859.652	-12.54031	1.842949	-0.05820159	1.844727	0.1664806	0.108279	1.537515
9703	1	-5870.741	-5858.77	-11.97112	1.841037	0.1092406	1.844511	0.04418165	0.1534222	0.2879743
9704	0	-5873.326	-5860.522	-12.80429	1.842949	-0.2128138	1.847197	0.2631346	0.05032082	5.22914
9705	1	-5870.995	-5859.641	-11.35485	1.841037	-0.08964793	1.843791	0.09975235	0.01010442	9.872147
9706	0	-5876.812	-5864.42	-12.39147	1.842949	0.2458179	1.88141	0.0003047808	0.2461227	0.001238328
9707	1	-5869.899	-5858.439	-11.4598	1.841037	-0.08118731	1.841851	0.103426	0.02223866	4.650728
9708	0	-5873.422	-5861.304	-12.11792	1.84515	0.0630927	1.848057	0.07626651	0.1393592	0.5472656
9709	1	-5870.185	-5859.123	-11.06143	1.841037	0.0009217506	1.843758	0.03271198	0.03363374	0.9725945
9710	0	-5873.135	-5860.502	-12.63286	1.84515	-0.0714272	1.848304	0.1787647	0.1073375	1.665445
9711	1	-5871.177	-5858.929	-12.24762	1.841037	0.1908899	1.844714	0.02349185	0.2143818	0.1095795
9712	0	-5872.206	-5860.398	-11.80796	1.84515	0.134892	1.846276	0.01961537	0.1545074	0.1269542
9713	1	-5870.487	-5858.921	-11.56585	1.841037	0.06156423	1.841368	0.03959937	0.1011636	0.3914389
9714	0	-5872.819	-5861.367	-11.45153	1.850093	0.0510581	1.855078	0.03353447	0.08459257	0.3964233
9715	1	-5873.413	-5861.737	-11.67514	1.841037	-0.1406574	1.85912	0.1457796	0.005122236	28.46015
9716	0	-5872.32	-5861.189	-11.13101	1.850093	0.06269954	1.857985	0.003871106	0.06657065	0.05815035
9717	1	-5873.142	-5860.636	-12.50597	1.841037	-0.1003941	1.859578	0.1831234	0.08272929	2.213525
9718	0	-5877.197	-5865.486	-11.71105	1.850093	-0.1247301	1.851975	0.1412347	0.01650455	8.557318
9719	1	-5871.079	-5859.412	-11.66721	1.841037	0.05753373	1.845279	0.04824202	0.1057758	0.4560783
9720	0	-5877.347	-5860.861	-16.48604	1.850093	-0.02075977	1.851412	0.400194	0.3794343	1.054712
9721	1	-5873.402	-5860.94	-12.46176	1.841037	0.1304226	1.844072	0.06810987	0.1985324	0.3430667
9722	0	-5871.939	-5859.766	-12.17325	1.843144	0.05092541	1.845768	0.08644873	0.1373741	0.6292941
9723	1	-5875.054	-5862.974	-12.08018	1.841037	-0.09800953	1.841155	0.1561868	0.0581773	2.68467
9724	0	-5875.223	-5862.546	-12.67688	1.843144	-0.09168552	1.866526	0.1888716	0.09718613	1.943401
9725	1	-5871.216	-5858.952	-12.26419	1.841037	0.1559926	1.842876	0.04222935	0.1982219	0.2130407
9726	0	-5873.751	-5862.756	-10.99459	1.843144	-0.0381798	1.847935	0.04642956	0.008249765	5.627986
9727	1	-5870.455	-5859.086	-11.36889	1.841037	0.08608052	1.849338	0.01174869	0.09782921	0.1200939
9728	0	-5872.977	-5861.375	-11.60174	1.843144	-0.1291621	1.847485	0.136919	0.007756904	17.65124
9729	1	-5874.828	-5862.705	-12.12319	1.845119	-0.1041591	1.853455	0.1596316	0.05547246	2.877673
9730	0	-5875.246	-5861.891	-13.35502	1.843144	-0.1060283	1.856021	0.2437081	0.1376799	1.770107
9731	1	-5871.74	-5859.27	-12.46935	1.845119	-0.2528354	1.845849	0.2615742	0.00873879	29.93254
9732	0	-5875.286	-5863.053	-12.23322	1.843144	-0.02426879	1.857273	0.1261341	0.1018653	1.238244
9733	1	-5877.574	-5863.481	-14.0935	1.845119	0.2102963	1.855015	0.1351909	0.3454872	0.3913052
9734	0	-5874.764	-5862.54	-12.22379	1.843144	-0.01097898	1.854125	0.1191459	0.1081669	1.1015
9735	1	-5874.725	-5861.641	-13.08376	1.845119	-0.09577038	1.85321	0.2214136	0.1256432	1.762241
9736	0	-5872.533	-5861.791	-10.74139	1.843144	-0.01147152	1.848199	0.01400629	0.002534766	5.525672
9737	1	-5872.949	-5861.526	-11.42307	1.845119	-0.06013343	1.848229	0.08897014	0.02883671	3.085308
